,Text,Text1,giải_trí,lưu_trú,nhà_hàng,ăn_uống,di_chuyển,mua_sắm,Label1,Pair,Count,Label
683,"thiên_nhiên hoang_sơ , chưa được khai_phá nhiều nên vẫn còn nhiều nét mộc_mạc . người_dân bình_dị , dễ gần .",giải_trí,5,0,0,0,0,0,relate,"thiên_nhiên hoang_sơ , chưa được khai_phá nhiều nên vẫn còn nhiều nét mộc_mạc . người_dân bình_dị , dễ gần . giải_trí",21,5
684,"xe_máy tốt , dịch_vụ tuyệt_vời , khách_hàng rất tôn_trọng . đây là nơi uy_tín và chất_lượng nhất mà tôi từng biết . nhân_viên có_thể hiểu và nói tiếng anh , cho người nước_ngoài thuê rẻ hơn người trong nước . rất thích người nước_ngoài , thủ_tục chỉ cần để lại hộ_chiếu xe_máy dễ đi và tiết_kiệm xăng . tôi đã đi xe_máy 3 ngày trong thành_phố . tổng chi_phí chỉ khoảng 25 đô_la , thực_sự tuyệt_vời và cần_thiết cho chuyến du_lịch với nhiều thứ để chi_tiêu",di_chuyển,0,0,0,0,5,0,relate,"xe_máy tốt , dịch_vụ tuyệt_vời , khách_hàng rất tôn_trọng . đây là nơi uy_tín và chất_lượng nhất mà tôi từng biết . nhân_viên có_thể hiểu và nói tiếng anh , cho người nước_ngoài thuê rẻ hơn người trong nước . rất thích người nước_ngoài , thủ_tục chỉ cần để lại hộ_chiếu xe_máy dễ đi và tiết_kiệm xăng . tôi đã đi xe_máy 3 ngày trong thành_phố . tổng chi_phí chỉ khoảng 25 đô_la , thực_sự tuyệt_vời và cần_thiết cho chuyến du_lịch với nhiều thứ để chi_tiêu di_chuyển",87,5
685,"hăm thanh thể_thao cho bữa ăn tối và thức_ăn thật tuyệt_vời . nhiều cấp_độ chúng_tôi ngồi trên lầu và có một cái nhìn tuyệt_vời của đường_phố qua bãi biển . rất sạch_sẽ và được điều_hành bởi một người phụ_nữ tên là docker , người rất thân_thiện và rất hữu_ích cho nhóm của chúng_tôi với những gợi_ý về những nơi đến thăm mà không_chỉ là khách du_lịch . bia lạnh các thanh thể_thao có bia trên vòi_nước đã được hiển_thị tất_cả các bóng_đá trong khi chúng_tôi đã có cho thấy fot afl đó là một lợi_thế cho người úc .",giải_trí,4,0,0,4,0,0,relate,"hăm thanh thể_thao cho bữa ăn tối và thức_ăn thật tuyệt_vời . nhiều cấp_độ chúng_tôi ngồi trên lầu và có một cái nhìn tuyệt_vời của đường_phố qua bãi biển . rất sạch_sẽ và được điều_hành bởi một người phụ_nữ tên là docker , người rất thân_thiện và rất hữu_ích cho nhóm của chúng_tôi với những gợi_ý về những nơi đến thăm mà không_chỉ là khách du_lịch . bia lạnh các thanh thể_thao có bia trên vòi_nước đã được hiển_thị tất_cả các bóng_đá trong khi chúng_tôi đã có cho thấy fot afl đó là một lợi_thế cho người úc . giải_trí",103,4
686,"hăm thanh thể_thao cho bữa ăn tối và thức_ăn thật tuyệt_vời . nhiều cấp_độ chúng_tôi ngồi trên lầu và có một cái nhìn tuyệt_vời của đường_phố qua bãi biển . rất sạch_sẽ và được điều_hành bởi một người phụ_nữ tên là docker , người rất thân_thiện và rất hữu_ích cho nhóm của chúng_tôi với những gợi_ý về những nơi đến thăm mà không_chỉ là khách du_lịch . bia lạnh các thanh thể_thao có bia trên vòi_nước đã được hiển_thị tất_cả các bóng_đá trong khi chúng_tôi đã có cho thấy fot afl đó là một lợi_thế cho người úc .",ăn_uống,4,0,0,4,0,0,relate,"hăm thanh thể_thao cho bữa ăn tối và thức_ăn thật tuyệt_vời . nhiều cấp_độ chúng_tôi ngồi trên lầu và có một cái nhìn tuyệt_vời của đường_phố qua bãi biển . rất sạch_sẽ và được điều_hành bởi một người phụ_nữ tên là docker , người rất thân_thiện và rất hữu_ích cho nhóm của chúng_tôi với những gợi_ý về những nơi đến thăm mà không_chỉ là khách du_lịch . bia lạnh các thanh thể_thao có bia trên vòi_nước đã được hiển_thị tất_cả các bóng_đá trong khi chúng_tôi đã có cho thấy fot afl đó là một lợi_thế cho người úc . ăn_uống",103,4
687,"không_gian được bài_trí theo kiểu tây tây . nhưng thực_sự là_hơi nhỏ và bí . quán piza này khá nổi_tiếng ở đây . giá_cả cũng hợp_lý với phần bánh nhỏ tầm giá tiền còn phần_lớn là giá tiền hương_vị bánh khá thơm ngon . nhiều loại để chọn lắm . nhưng chỉ hai người nên mình gọi một phần mì ý bò sốt cà , một phần piza trung , một phần khoai_tây nhỏ , đồ_ăn khá cầu_kỳ và đẹp_mắt , ăn cũng khá ổn với thêm 1 lon nước nữa mà chỉ có giá tiền thôi . chung_quy cũng là nơi nên đến thử .",ăn_uống,0,0,0,4,0,0,relate,"không_gian được bài_trí theo kiểu tây tây . nhưng thực_sự là_hơi nhỏ và bí . quán piza này khá nổi_tiếng ở đây . giá_cả cũng hợp_lý với phần bánh nhỏ tầm giá tiền còn phần_lớn là giá tiền hương_vị bánh khá thơm ngon . nhiều loại để chọn lắm . nhưng chỉ hai người nên mình gọi một phần mì ý bò sốt cà , một phần piza trung , một phần khoai_tây nhỏ , đồ_ăn khá cầu_kỳ và đẹp_mắt , ăn cũng khá ổn với thêm 1 lon nước nữa mà chỉ có giá tiền thôi . chung_quy cũng là nơi nên đến thử . ăn_uống",110,4
688,"đi quy nhơn nhiều rồi nhưng là lần đầu_tiên mình ở khách_sạn này . gia_đình mình vô_cùng ấn_tượng vì khách_sạn hiện_đại , phòng_ốc xịn sò . đi gần tết nên khách_sạn trang_trí tết rất ấn_tượng chỉn_chu . nhưng thích nhất vẫn là nhân_viên vô_cùng nhiệt_tình chu_đáo , tư_vấn từ a đến z những chỗ ăn_chơi và đặc_sản ở qn , chỗ nào mình cũng hài_lòng . chắc_chắn sẽ quay lại .",lưu_trú,0,5,0,0,0,0,relate,"đi quy nhơn nhiều rồi nhưng là lần đầu_tiên mình ở khách_sạn này . gia_đình mình vô_cùng ấn_tượng vì khách_sạn hiện_đại , phòng_ốc xịn sò . đi gần tết nên khách_sạn trang_trí tết rất ấn_tượng chỉn_chu . nhưng thích nhất vẫn là nhân_viên vô_cùng nhiệt_tình chu_đáo , tư_vấn từ a đến z những chỗ ăn_chơi và đặc_sản ở qn , chỗ nào mình cũng hài_lòng . chắc_chắn sẽ quay lại . lưu_trú",74,5
689,"hậu mùa dịch nên không có dịch_vụ ăn_uống tại khách_sạn , chỉ phục_vụ bữa sáng . điều này hoàn_toàn có_thể thông_cảm được .",lưu_trú,0,4,0,0,0,0,relate,"hậu mùa dịch nên không có dịch_vụ ăn_uống tại khách_sạn , chỉ phục_vụ bữa sáng . điều này hoàn_toàn có_thể thông_cảm được . lưu_trú",24,4
690,"để có một chiếc taxi phức_tạp , tôi đã tận_dụng dịch_vụ của họ đến và đi từ sân_bay và có_thể nói_thẳng thắn rằng đó là dịch_vụ chuyên_nghiệp nhất mà tôi gặp phải .",di_chuyển,0,0,0,0,4,0,relate,"để có một chiếc taxi phức_tạp , tôi đã tận_dụng dịch_vụ của họ đến và đi từ sân_bay và có_thể nói_thẳng thắn rằng đó là dịch_vụ chuyên_nghiệp nhất mà tôi gặp phải . di_chuyển",35,4
691,"nằm cách quy nhơn khoảng 16 km , đảo hòn khô có cảnh_vật độc_đáo với những mỏm núi đá nhô ra biển , những bãi cát phẳng mịn , những bãi cỏ xanh mơn_mởn và mạch nước_ngọt từ vách đá . hòn khô thực_sự là một trong số_ít các bãi_tắm đẹp nhưng vẫn giữ được sự hoang_sơ của thiên_nhiên tạo_hoá ban_tặng .",giải_trí,5,0,0,0,0,0,relate,"nằm cách quy nhơn khoảng 16 km , đảo hòn khô có cảnh_vật độc_đáo với những mỏm núi đá nhô ra biển , những bãi cát phẳng mịn , những bãi cỏ xanh mơn_mởn và mạch nước_ngọt từ vách đá . hòn khô thực_sự là một trong số_ít các bãi_tắm đẹp nhưng vẫn giữ được sự hoang_sơ của thiên_nhiên tạo_hoá ban_tặng . giải_trí",64,5
692,"có dịp ra quy nhơn du_lịch , muốn tìm món đặc_sản nơi đây nên lần dò_hỏi thăm , được anh tài_xế chỉ chỗ ngọc liên , cảm_nhận đầu_tiên là quán sạch_sẽ , có quầy bán đem về rất nhiều loại như khô , tré , chả cá , nem ... nhân_viên phục_vụ nhanh , nhiệt_tình , nhóm mình đi 8 người , gọi 8 loại khác nhau nhưng vẫn được phục_vụ nhanh_chóng , mình gọi bánh_canh thập_cẩm có mấy loại chả , sứa , mọc ăn cũng ngon , nước dùng vừa_miệng , chuối để sẵn trên bàn , ai ăn thì tính tiền giá tiền có sữa_đậu_nành nấu còn nóng khi uống tại_chỗ . chả cá cuốn ngon , nên thử .",ăn_uống,0,0,0,5,0,0,relate,"có dịp ra quy nhơn du_lịch , muốn tìm món đặc_sản nơi đây nên lần dò_hỏi thăm , được anh tài_xế chỉ chỗ ngọc liên , cảm_nhận đầu_tiên là quán sạch_sẽ , có quầy bán đem về rất nhiều loại như khô , tré , chả cá , nem ... nhân_viên phục_vụ nhanh , nhiệt_tình , nhóm mình đi 8 người , gọi 8 loại khác nhau nhưng vẫn được phục_vụ nhanh_chóng , mình gọi bánh_canh thập_cẩm có mấy loại chả , sứa , mọc ăn cũng ngon , nước dùng vừa_miệng , chuối để sẵn trên bàn , ai ăn thì tính tiền giá tiền có sữa_đậu_nành nấu còn nóng khi uống tại_chỗ . chả cá cuốn ngon , nên thử . ăn_uống",126,5
693,đóng_góp như cầu cuộc_sống của người_dân ở qn,mua_sắm,0,0,0,0,0,5,relate,đóng_góp như cầu cuộc_sống của người_dân ở qn mua_sắm,10,5
694,"tuyệt đẹp . nước_biển trong xanh , sạch nhìn tận đáy thuận_lợi cho bơn lặn ngắm cá , san_hô . còn hoang_sơ chưa được khai_thác hết .",giải_trí,5,0,0,0,0,0,relate,"tuyệt đẹp . nước_biển trong xanh , sạch nhìn tận đáy thuận_lợi cho bơn lặn ngắm cá , san_hô . còn hoang_sơ chưa được khai_thác hết . giải_trí",29,5
695,"đến bình_định khi trời đã giữa trưa . cả nhóm đói quá không biết ăn gì . thế_là lên mạng và thấy quá này . gọi điện cho cô chủ quán thì biết quán đã đóng_cửa từ sớm nhưng khi biết bọn mình là du_khách từ xa đến thì cô sẵn_sàng đón_tiếp và sẽ đi mua bánh về bán cho bọn mình . thật_sự rất đáng mến , tất_cả vì khách_hàng , phục_vụ nhiệt_tình , thức_ăn lại ngon nữa . cô chủ quán thì cực dễ_thương và thân_thiện . lần sau chắc_chắn cũng sẽ đến ủng_hộ cô .",ăn_uống,0,0,0,5,0,0,relate,"đến bình_định khi trời đã giữa trưa . cả nhóm đói quá không biết ăn gì . thế_là lên mạng và thấy quá này . gọi điện cho cô chủ quán thì biết quán đã đóng_cửa từ sớm nhưng khi biết bọn mình là du_khách từ xa đến thì cô sẵn_sàng đón_tiếp và sẽ đi mua bánh về bán cho bọn mình . thật_sự rất đáng mến , tất_cả vì khách_hàng , phục_vụ nhiệt_tình , thức_ăn lại ngon nữa . cô chủ quán thì cực dễ_thương và thân_thiện . lần sau chắc_chắn cũng sẽ đến ủng_hộ cô . ăn_uống",99,5
696,"đường đi vào hơi chông_gai . tới nơi thì tuyệt_vời . bãi biển sạch_đẹp . mọi người ở quanh vùng đều ý_thức giữ_gìn bãi biển xanh , sạch_đẹp .",giải_trí,4,0,0,0,2,0,relate,"đường đi vào hơi chông_gai . tới nơi thì tuyệt_vời . bãi biển sạch_đẹp . mọi người ở quanh vùng đều ý_thức giữ_gìn bãi biển xanh , sạch_đẹp . giải_trí",30,4
697,"đường đi vào hơi chông_gai . tới nơi thì tuyệt_vời . bãi biển sạch_đẹp . mọi người ở quanh vùng đều ý_thức giữ_gìn bãi biển xanh , sạch_đẹp .",di_chuyển,4,0,0,0,2,0,relate,"đường đi vào hơi chông_gai . tới nơi thì tuyệt_vời . bãi biển sạch_đẹp . mọi người ở quanh vùng đều ý_thức giữ_gìn bãi biển xanh , sạch_đẹp . di_chuyển",30,2
698,"nhắc mộc trà thì đa_số ai cũng có nghe , quán rất là hót của quy nhơn , quán này rất là đông khách nhất_là sáng với tối cở 19h , đến giò cao_điểm đó là bạn hơi bị lúng_túng vì khách đông đen . ở đây có điểm_tâm sáng nữa nhé , còn về nước thì ở đây khá là ngon tuyệt_vời , thấy nhân_viên pha_chế làm chuyên_nghiệp . còn về nhân_viên oder thì mình nói lần trước rồi mình rất thích cách các bạn phục_vụ rất chu_đáo , không_gian của quán khá là rộng và đẹp . về giá thì mình nghỉ quán thích_hợp cho tầm trung trở lên tại vì chất_lượng với view cộng với sự phục_vụ tận_tình nên giá_cả có cao xíu . 3 3 chúc quán phát_triển hơn_nữa nhé 3",ăn_uống,0,0,0,5,0,0,relate,"nhắc mộc trà thì đa_số ai cũng có nghe , quán rất là hót của quy nhơn , quán này rất là đông khách nhất_là sáng với tối cở 19h , đến giò cao_điểm đó là bạn hơi bị lúng_túng vì khách đông đen . ở đây có điểm_tâm sáng nữa nhé , còn về nước thì ở đây khá là ngon tuyệt_vời , thấy nhân_viên pha_chế làm chuyên_nghiệp . còn về nhân_viên oder thì mình nói lần trước rồi mình rất thích cách các bạn phục_vụ rất chu_đáo , không_gian của quán khá là rộng và đẹp . về giá thì mình nghỉ quán thích_hợp cho tầm trung trở lên tại vì chất_lượng với view cộng với sự phục_vụ tận_tình nên giá_cả có cao xíu . 3 3 chúc quán phát_triển hơn_nữa nhé 3 ăn_uống",138,5
699,"nhân_viên phục_vụ nhiệt_tình , nhanh_nhẹn . tuy_nhiên sàn nhà dơ_bẩn , rác khắp_nơi . gia_đình mình gọi bún_chả cá và bún cá_ngừ . chất_lượng quá bình thương",ăn_uống,0,0,0,2,0,0,relate,"nhân_viên phục_vụ nhiệt_tình , nhanh_nhẹn . tuy_nhiên sàn nhà dơ_bẩn , rác khắp_nơi . gia_đình mình gọi bún_chả cá và bún cá_ngừ . chất_lượng quá bình thương ăn_uống",28,2
700,công_ty du_lịch của chúng_tôi đã đưa chúng_tôi đến đây nhưng tôi không thấy nó có gì nổi_bật . nó rất tối và gần như hang_động . thức_ăn rất ổn . chúng_tôi đã tự mình tìm thấy những nhà_hàng khác mà chúng_tôi đã quay lại vài lần .,nhà_hàng,0,0,2,4,0,0,relate,công_ty du_lịch của chúng_tôi đã đưa chúng_tôi đến đây nhưng tôi không thấy nó có gì nổi_bật . nó rất tối và gần như hang_động . thức_ăn rất ổn . chúng_tôi đã tự mình tìm thấy những nhà_hàng khác mà chúng_tôi đã quay lại vài lần . nhà_hàng,48,2
701,công_ty du_lịch của chúng_tôi đã đưa chúng_tôi đến đây nhưng tôi không thấy nó có gì nổi_bật . nó rất tối và gần như hang_động . thức_ăn rất ổn . chúng_tôi đã tự mình tìm thấy những nhà_hàng khác mà chúng_tôi đã quay lại vài lần .,ăn_uống,0,0,2,4,0,0,relate,công_ty du_lịch của chúng_tôi đã đưa chúng_tôi đến đây nhưng tôi không thấy nó có gì nổi_bật . nó rất tối và gần như hang_động . thức_ăn rất ổn . chúng_tôi đã tự mình tìm thấy những nhà_hàng khác mà chúng_tôi đã quay lại vài lần . ăn_uống,48,4
702,"không_gian quán nhỏ nhưng với cách bài_trí hài_hoà , thiết_kế hiện_đại không tạo cảm_giác bức_bối . giữa quán có cây_xanh vô_cùng thú_vị , đem lại cho khách cảm_giác thoải_mái , hoà_hợp với thiên_nhiên , lãng_mạn và đầy cảm_hứng . bên ngoài nhìn vô thì cảm_giác rất ấm_cúng với đèn vàng nhè_nhẹ kensi có nước uống ngon , thưởng_thức một ly hồng trà chanh dây thanh mát vị chua nhẹ , đánh tan nóng_bức trong người . nhân_viên phục_vụ lịch_sự , dễ_thương , bạn bartender thì hơi nhút_nhát , nhưng pha_chế nước rất chăm_chút .",ăn_uống,0,0,0,5,0,0,relate,"không_gian quán nhỏ nhưng với cách bài_trí hài_hoà , thiết_kế hiện_đại không tạo cảm_giác bức_bối . giữa quán có cây_xanh vô_cùng thú_vị , đem lại cho khách cảm_giác thoải_mái , hoà_hợp với thiên_nhiên , lãng_mạn và đầy cảm_hứng . bên ngoài nhìn vô thì cảm_giác rất ấm_cúng với đèn vàng nhè_nhẹ kensi có nước uống ngon , thưởng_thức một ly hồng trà chanh dây thanh mát vị chua nhẹ , đánh tan nóng_bức trong người . nhân_viên phục_vụ lịch_sự , dễ_thương , bạn bartender thì hơi nhút_nhát , nhưng pha_chế nước rất chăm_chút . ăn_uống",98,5
703,"có_thể đi bộ từ nơi chúng_tôi đã ở và đáng_giá ! có trụ_sở tại một nhà_máy lọc thuốc_phiện cũ ... ! một sự chào_đón thực_sự của người việt_nam dịch_vụ hiệu_quả , tươi_cười sự lựa_chọn tuyệt_vời trong thực_đơn và hương_vị thơm ngon . nguyên_liệu tươi ngon và giá tốt .",giải_trí,5,0,0,5,0,0,relate,"có_thể đi bộ từ nơi chúng_tôi đã ở và đáng_giá ! có trụ_sở tại một nhà_máy lọc thuốc_phiện cũ ... ! một sự chào_đón thực_sự của người việt_nam dịch_vụ hiệu_quả , tươi_cười sự lựa_chọn tuyệt_vời trong thực_đơn và hương_vị thơm ngon . nguyên_liệu tươi ngon và giá tốt . giải_trí",51,5
704,"có_thể đi bộ từ nơi chúng_tôi đã ở và đáng_giá ! có trụ_sở tại một nhà_máy lọc thuốc_phiện cũ ... ! một sự chào_đón thực_sự của người việt_nam dịch_vụ hiệu_quả , tươi_cười sự lựa_chọn tuyệt_vời trong thực_đơn và hương_vị thơm ngon . nguyên_liệu tươi ngon và giá tốt .",ăn_uống,5,0,0,5,0,0,relate,"có_thể đi bộ từ nơi chúng_tôi đã ở và đáng_giá ! có trụ_sở tại một nhà_máy lọc thuốc_phiện cũ ... ! một sự chào_đón thực_sự của người việt_nam dịch_vụ hiệu_quả , tươi_cười sự lựa_chọn tuyệt_vời trong thực_đơn và hương_vị thơm ngon . nguyên_liệu tươi ngon và giá tốt . ăn_uống",51,5
705,bạn nên mua vé cho số ghế 40 79 vì đây là ghế ở giữa thuyền . điều_hoà_không_khí ở phần trước và sau không hoạt_động tốt trong khi phần giữa thì tuyệt_vời . họ bán các loại bia v.v.,di_chuyển,0,0,0,0,3,0,relate,bạn nên mua vé cho số ghế 40 79 vì đây là ghế ở giữa thuyền . điều_hoà_không_khí ở phần trước và sau không hoạt_động tốt trong khi phần giữa thì tuyệt_vời . họ bán các loại bia v.v. di_chuyển,40,3
706,đặc_biệt là các món dimsum ngon và fresh,ăn_uống,0,0,0,4,0,0,relate,đặc_biệt là các món dimsum ngon và fresh ăn_uống,11,4
707,"nhưng_mà ở đây có máy_lạnh nên tốthông . menu không có gì đặc_sắc . quán có phục_vụ cả bánh nữa . mình không ăn nên không đánh_giá được.phục vụ hơi chậm_chạp . nước_lọc của khách hết cũng không rót , đợi xin mới đi rót . có_vẻ bạn phục_vụ mới vào làm . nhìn_chung thì khá ưng . rảnh sẽ quay lại .",ăn_uống,0,0,0,4,0,0,relate,"nhưng_mà ở đây có máy_lạnh nên tốthông . menu không có gì đặc_sắc . quán có phục_vụ cả bánh nữa . mình không ăn nên không đánh_giá được.phục vụ hơi chậm_chạp . nước_lọc của khách hết cũng không rót , đợi xin mới đi rót . có_vẻ bạn phục_vụ mới vào làm . nhìn_chung thì khá ưng . rảnh sẽ quay lại . ăn_uống",67,4
708,"chợ ở trung_tâm thành_phố , có rất nhiều mặt_hàng , hải_sản tươi_sống",mua_sắm,0,0,0,0,0,3,relate,"chợ ở trung_tâm thành_phố , có rất nhiều mặt_hàng , hải_sản tươi_sống mua_sắm",13,3
709,"nhân_viên giao_tiếp dễ_thương , nhiệt_tình hướng_dẫn và hỗ_trợ , trước ks có quầy cafe không_gian yên_tĩnh nhẹ_nhàng .",lưu_trú,0,5,0,0,0,0,relate,"nhân_viên giao_tiếp dễ_thương , nhiệt_tình hướng_dẫn và hỗ_trợ , trước ks có quầy cafe không_gian yên_tĩnh nhẹ_nhàng . lưu_trú",19,5
710,"hổm nay trời lạnh thèm ăn lẩu hàn_quốc kinh_khủng . mà bữa noel đi quán đông nên đành ngậm_ngùi đợi tới bữa_nay mới được ăn . mình gọi lẩu hàn_quốc , kimbap và gà cay . lẩu hàn_quốc cực_kì hợp với trời lạnh , kiểu cay cay , mặn mặn , húp nước nóng_hổi , tự_nhiên ăn món này thấy như ở hàn luôn vậy á . gà cay cũng khá ngon nhưng hơi ít hihi . kimbap thì theo mình thấy phần nhân bên trong hơi nghèo , ăn chỉ cảm_nhận được vị giòn của dưa_leo và mùi rong biển . nếu tương chấm có thêm mayjone nữa thì hợp . tổng thiệt_hại chỉ giá tiền và giờ mình đang nóng bụng muốn xĩu tại nồi lẩu quá cay",ăn_uống,0,0,0,5,0,0,relate,"hổm nay trời lạnh thèm ăn lẩu hàn_quốc kinh_khủng . mà bữa noel đi quán đông nên đành ngậm_ngùi đợi tới bữa_nay mới được ăn . mình gọi lẩu hàn_quốc , kimbap và gà cay . lẩu hàn_quốc cực_kì hợp với trời lạnh , kiểu cay cay , mặn mặn , húp nước nóng_hổi , tự_nhiên ăn món này thấy như ở hàn luôn vậy á . gà cay cũng khá ngon nhưng hơi ít hihi . kimbap thì theo mình thấy phần nhân bên trong hơi nghèo , ăn chỉ cảm_nhận được vị giòn của dưa_leo và mùi rong biển . nếu tương chấm có thêm mayjone nữa thì hợp . tổng thiệt_hại chỉ giá tiền và giờ mình đang nóng bụng muốn xĩu tại nồi lẩu quá cay ăn_uống",145,5
711,"nhân_viên linh_hoạt cho_phép nhận phòng sớm , có bufet sáng , địa_điểm đi_lại thuận_tiện , có_thể nhìn ra biển , có hỗ_trợ cho thuê xe_máy và nhân_viên đặt vé tham_quan giùm phòng đầy_đủ tiện_nghi , dọn_dẹp phòng thường_xuyên",lưu_trú,0,4,0,5,0,0,relate,"nhân_viên linh_hoạt cho_phép nhận phòng sớm , có bufet sáng , địa_điểm đi_lại thuận_tiện , có_thể nhìn ra biển , có hỗ_trợ cho thuê xe_máy và nhân_viên đặt vé tham_quan giùm phòng đầy_đủ tiện_nghi , dọn_dẹp phòng thường_xuyên lưu_trú",41,4
712,"nhân_viên linh_hoạt cho_phép nhận phòng sớm , có bufet sáng , địa_điểm đi_lại thuận_tiện , có_thể nhìn ra biển , có hỗ_trợ cho thuê xe_máy và nhân_viên đặt vé tham_quan giùm phòng đầy_đủ tiện_nghi , dọn_dẹp phòng thường_xuyên",ăn_uống,0,4,0,5,0,0,relate,"nhân_viên linh_hoạt cho_phép nhận phòng sớm , có bufet sáng , địa_điểm đi_lại thuận_tiện , có_thể nhìn ra biển , có hỗ_trợ cho thuê xe_máy và nhân_viên đặt vé tham_quan giùm phòng đầy_đủ tiện_nghi , dọn_dẹp phòng thường_xuyên ăn_uống",41,5
713,"gà quá nhiều thịt , bên trong còn dầu khá ngán . khoai_tây chiên bào sợi nhỏ nên mau bị mềm . nước coca đi kèm ít . cơm khô , rời_rạc , không thơm . joli được mỗi_cái kem ngon hơn kfc và lote , kem có mùi sữa , thơm , béo . giá_cả ở đây đắt hơn lote . nhưng thu_hút được nhiều em nhỏ vì ở đây có chú ong vui_nhộn , đến ăn và chụp hình rất dễ_thương . sẽ đến quán với những dịp khuyến_mãi ️",ăn_uống,0,0,0,3,0,0,relate,"gà quá nhiều thịt , bên trong còn dầu khá ngán . khoai_tây chiên bào sợi nhỏ nên mau bị mềm . nước coca đi kèm ít . cơm khô , rời_rạc , không thơm . joli được mỗi_cái kem ngon hơn kfc và lote , kem có mùi sữa , thơm , béo . giá_cả ở đây đắt hơn lote . nhưng thu_hút được nhiều em nhỏ vì ở đây có chú ong vui_nhộn , đến ăn và chụp hình rất dễ_thương . sẽ đến quán với những dịp khuyến_mãi ️ ăn_uống",100,3
714,"bữa sáng ngon_miệng . giường ngủ thoải_mái , sạch_sẽ . nhân_viên vui_vẻ , lịch_sự .",lưu_trú,0,5,0,0,0,0,relate,"bữa sáng ngon_miệng . giường ngủ thoải_mái , sạch_sẽ . nhân_viên vui_vẻ , lịch_sự . lưu_trú",16,5
715,"khu vui_chơi rộng_rãi , đồ còn mới giá tiền một vé người lớn.không thấy rác có_thể do mới ít người biết . các bạn trẻ , trẻ_em chỉ sợ không đủ thời_gian để đi.nhân viên chu_đáo , nhiệt_tình . 5",giải_trí,5,0,0,0,0,0,relate,"khu vui_chơi rộng_rãi , đồ còn mới giá tiền một vé người lớn.không thấy rác có_thể do mới ít người biết . các bạn trẻ , trẻ_em chỉ sợ không đủ thời_gian để đi.nhân viên chu_đáo , nhiệt_tình . 5 giải_trí",45,5
716,"khách_sạn sạch_sẽ , vị_trí trung_tâm rất thuận_tiện đi_lại và vui_chơi",lưu_trú,0,4,0,0,0,0,relate,"khách_sạn sạch_sẽ , vị_trí trung_tâm rất thuận_tiện đi_lại và vui_chơi lưu_trú",11,4
717,"món ăn ngon . món nào cũng ngon , tôm tươi , ghẹ nhỏ mà rất chắt thịt . giá bình_dân , phục_vụ rất nhanh . đợt sau về quy nhơn sẽ ghé quán nghĩa ghẹ tiếp .",ăn_uống,0,0,0,5,0,0,relate,"món ăn ngon . món nào cũng ngon , tôm tươi , ghẹ nhỏ mà rất chắt thịt . giá bình_dân , phục_vụ rất nhanh . đợt sau về quy nhơn sẽ ghé quán nghĩa ghẹ tiếp . ăn_uống",40,5
718,"surf bar rất nổi_tiếng tại quy nhơn , hỏi ai cũng biết . quán decor đẹp , có nhiều góc ngồi , tạo cảm_giác thoải_mái khi ngồi dọc bờ biển buổi tối . nước uống đa_dạng , giá không quá mắc . quán đóng_cửa lúc 11 00 nhưng vẫn để bàn_ghế cho khách ngồi đến sáng . nhân_viên phục_vụ nhiệt_tình dễ_thương , pha lộn nước sẵn_sàng đổi lại . đây là nơi bạn phải ghé để cảm_nhận đêm biển tại quy nhơn nhé .",ăn_uống,0,0,0,5,0,0,relate,"surf bar rất nổi_tiếng tại quy nhơn , hỏi ai cũng biết . quán decor đẹp , có nhiều góc ngồi , tạo cảm_giác thoải_mái khi ngồi dọc bờ biển buổi tối . nước uống đa_dạng , giá không quá mắc . quán đóng_cửa lúc 11 00 nhưng vẫn để bàn_ghế cho khách ngồi đến sáng . nhân_viên phục_vụ nhiệt_tình dễ_thương , pha lộn nước sẵn_sàng đổi lại . đây là nơi bạn phải ghé để cảm_nhận đêm biển tại quy nhơn nhé . ăn_uống",89,5
719,"theo cảm_nhận của mình thì cua khá ngon và nhiều , nước_ngọt và trong , chả cá thì cũng bình_thường . một tô có nhiều cua và chả cá như_vậy giá giá tiền là hợp_lý . vị_trí quán dễ tìm , ngay bùng_binh có ti_vi đi vô 50m là thấy , nhân_viên quán phục_vụ nhanh , vô ngồi chưa đầy 1 phút là có ăn rồi .",ăn_uống,0,0,0,5,0,0,relate,"theo cảm_nhận của mình thì cua khá ngon và nhiều , nước_ngọt và trong , chả cá thì cũng bình_thường . một tô có nhiều cua và chả cá như_vậy giá giá tiền là hợp_lý . vị_trí quán dễ tìm , ngay bùng_binh có ti_vi đi vô 50m là thấy , nhân_viên quán phục_vụ nhanh , vô ngồi chưa đầy 1 phút là có ăn rồi . ăn_uống",69,5
